芯片号,Label_Pass,Total_Indium_Height,Force_kg,Equipment_Temp,Vacuum_Level,Position_Code,Wafer_Index,Batch_ID,Calc_Circuit_Range,Indium_Taper_Zscore,Time_Seq_Day,编号,倒焊日期,压连情况(-1，0，1，2),电路端铟柱高度(μm),芯片端铟柱高度(μm),倒焊压力(kg),铟柱上底(CD),铟柱下底(CD),调平方式,电路激光数据1,电路激光数据2,电路激光数据3,电路激光数据4,芯片激光数据1,芯片激光数据2,芯片激光数据3,芯片激光数据4,电路铟柱高度1,电路铟柱高度2,电路铟柱高度3,电路铟柱高度4,电路铟柱高度5,芯片铟柱高度1,芯片铟柱高度2,芯片铟柱高度3,芯片铟柱高度4,芯片铟柱高度5,设备温度,Semiconductor_Source,Date_String,Process_Date,Leveling_Mode,Is_Pass
B250520-1-3 M6,1,11.41,24,19.9,-847.0,M6,3.0,1.0,,-1.2103503993288682,217,157,2025-08-08,1,5.31,6.1,24,7.24,11.01,激光,,,,,,,,,,,,,,,,,,,,B,250520.0,2025-08-08,1,1
B250520-1-3 M4,1,11.41,24,20.1,-847.0,M4,3.0,1.0,,-1.2103503993288682,217,158,2025-08-08,1,5.31,6.1,24,7.24,11.01,激光,,,,,,,,,,,,,,,,,,,,B,250520.0,2025-08-08,1,1
B250520-1-3 M8,1,11.41,24,20.0,-848.0,M8,3.0,1.0,,-1.2103503993288682,217,159,2025-08-08,1,5.31,6.1,24,7.24,11.01,激光,,,,,,,,,,,,,,,,,,,,B,250520.0,2025-08-08,1,1
B250520-1-3 M7,0,11.41,24,20.0,-848.0,M7,3.0,1.0,0.0689999999999999,-1.2103503993288682,217,160,2025-08-08,2,5.31,6.1,24,7.24,11.01,激光,150.49,150.13,149.13,150.07,168.87,170.74,170.85,169.44,5.316,5.285,5.331,5.354,5.258,6.147,6.108,5.947,6.076,6.057,,B,250520.0,2025-08-08,1,0
B250520-1-3 M9,1,11.41,24,19.9,-849.0,M9,3.0,1.0,,-1.2103503993288682,217,161,2025-08-08,1,5.31,6.1,24,7.24,11.01,激光,,,,,,,,,,,,,,,,,,,,B,250520.0,2025-08-08,1,1
B250609-1-2-A M1,1,11.42,24,19.8,-851.0,M1,2.0,1.0,,-1.758223752281168,221,162,2025-08-12,1,5.31,6.11,24,6.79,10.01,十字,,,,,,,,,,,,,,,,,,,,B,250609.0,2025-08-12,0,1
B250609-1-2 M6,1,11.42,24,20.1,-853.0,M6,2.0,1.0,,-1.758223752281168,223,163,2025-08-14,1,5.31,6.11,24,6.79,10.01,十字,,,,,,,,,,,,,,,,,,,,B,250609.0,2025-08-14,0,1
B250609-1-2 M4,1,11.42,24,20.1,-853.0,M4,2.0,1.0,0.0689999999999999,-1.758223752281168,223,164,2025-08-14,1,5.31,6.11,24,6.79,10.01,激光,151.4,149.96,148.64,149.17,170.02,169.62,170.21,170.16,5.316,5.285,5.331,5.354,5.258,6.081,6.038,6.071,6.026,6.058,,B,250609.0,2025-08-14,1,1
B250609-1-2 M7,0,11.42,24,19.9,-854.0,M7,2.0,1.0,,-1.758223752281168,224,165,2025-08-15,2,5.31,6.11,24,6.79,10.01,激光,,,,,,,,,,,,,,,,,,,,B,250609.0,2025-08-15,1,0
B250609-1-2 M8,1,11.73,24,20.0,-853.0,M8,2.0,1.0,,-1.758223752281168,224,166,2025-08-15,1,5.62,6.11,24,6.79,10.01,十字,,,,,,,,,,,,,,,,,,,,B,250609.0,2025-08-15,0,1
B250609-1-2 M9,1,11.73,24,20.0,-851.0,M9,2.0,1.0,0.2530000000000001,-1.758223752281168,227,167,2025-08-18,1,5.62,6.11,24,6.79,10.01,激光,148.11,146.73,147.31,148.4,172.68,172.47,173.58,173.13,5.437,5.573,5.654,5.69,5.698,6.081,6.038,6.071,6.026,6.058,,B,250609.0,2025-08-18,1,1
B250520-1-7 左615,0,11.15,24,19.9,-849.0,,,,,,229,168,2025-08-20,2,5.62,5.53,24,,,十字,,,,,,,,,,,,,,,,,,,,,,2025-08-20,0,0
B250520-1-6 左615,1,11.71,24,19.9,-850.0,,,,,,230,169,2025-08-21,1,5.62,6.09,24,,,激光,,,,,,,,,,,,,,,,,,,,,,2025-08-21,1,1
B250520-1-7 右615,0,11.15,24,19.9,-851.0,,,,0.2530000000000001,,231,170,2025-08-22,2,5.62,5.53,24,,,激光,148.45,145.75,147.33,149.04,165.61,165.94,166.31,165.92,5.437,5.573,5.654,5.69,5.698,5.293,5.746,5.606,5.53,5.537,,,,2025-08-22,1,0
B250520-1-6 右615,1,11.71,24,19.9,-852.0,,,,,,231,171,2025-08-22,1,5.62,6.09,24,,,十字,,,,,,,,,,,,,,,,,,,,,,2025-08-22,0,1
B250609-1-3 右615,0,12.13,24,20.2,-848.0,,,,0.2530000000000001,,241,172,2025-09-01,2,5.66,6.47,24,,,激光,150.4,146.96,147.84,150.92,171.74,171.49,171.54,171.73,5.437,5.573,5.654,5.69,5.698,6.383,6.402,6.583,6.698,6.429,,,,2025-09-01,1,0
B250703-1-2 左615,1,11.21,22,19.9,-854.0,,,,0.2530000000000001,,247,173,2025-09-07,1,5.62,5.59,22,,,激光,154.22,152.9,152.01,152.67,169.37,170.1,171.32,170.76,5.437,5.573,5.654,5.69,5.698,5.576,5.464,5.449,5.62,5.59,,,,2025-09-07,1,1
B250818-2-2 M1,1,12.05,22,20.0,-852.0,M1,2.0,2.0,0.2530000000000001,,250,174,2025-09-10,1,5.62,6.43,22,,,激光,147.9,148.57,149.22,147.49,169.36,169.21,169.99,169.89,5.437,5.573,5.654,5.69,5.698,6.336,6.313,6.416,6.452,6.395,,B,250818.0,2025-09-10,1,1
B250818-2-2 M2,1,12.05,21,19.9,-851.0,M2,2.0,2.0,,,252,175,2025-09-12,1,5.62,6.43,21,,,激光,,,,,,,,,,,,,,,,,,,,B,250818.0,2025-09-12,1,1
B250818-2-2 M3,1,12.05,21,19.9,-852.0,M3,2.0,2.0,,,255,176,2025-09-15,1,5.62,6.43,21,,,激光,,,,,,,,,,,,,,,,,,,,B,250818.0,2025-09-15,1,1
B250724-1-2 M1,1,11.71,23,20.6,-859.0,M1,2.0,1.0,0.2530000000000001,,257,177,2025-09-17,1,5.62,6.09,23,,,激光,149.24,148.26,146.22,147.34,171.15,172.06,173.79,171.88,5.437,5.573,5.654,5.69,5.698,6.019,6.256,6.106,6.039,6.034,,B,250724.0,2025-09-17,1,1
B250818-2-2 M4,1,12.05,21,20.1,-858.0,M4,2.0,2.0,0.2530000000000001,,258,180,2025-09-18,1,5.62,6.43,21,,,激光,148.29,147.05,148.01,149.29,170.52,171.0,171.09,171.25,5.437,5.573,5.654,5.69,5.698,6.336,6.313,6.416,6.452,6.395,,B,250818.0,2025-09-18,1,1
B250725-1-2 左搭载,1,11.89,22,19.8,-858.0,,,,0.2530000000000001,,258,178,2025-09-18,1,5.62,6.27,22,,,激光,149.23,147.86,147.73,147.82,170.57,171.07,171.45,171.68,5.437,5.573,5.654,5.69,5.698,6.185,6.324,6.268,6.225,6.392,,,,2025-09-18,1,1
B250725-1-3 右搭载,1,12.34,20,19.9,-858.0,,,,0.2530000000000001,,258,179,2025-09-18,0,5.62,6.72,20,,,激光,149.19,146.67,147.75,147.4,168.94,169.94,169.09,168.22,5.437,5.573,5.654,5.69,5.698,6.683,6.747,6.678,6.627,6.622,,,,2025-09-18,1,1
B250818-2-2 M5,1,12.05,21,19.9,-854.0,M5,2.0,2.0,,,259,181,2025-09-19,1,5.62,6.43,21,,,激光,,,,,,,,,,,,,,,,,,,,B,250818.0,2025-09-19,1,1
B250818-2-2 M6,1,12.05,21,20.0,-859.0,M6,2.0,2.0,0.2530000000000001,,262,182,2025-09-22,1,5.62,6.43,21,,,激光,151.47,150.12,149.86,149.04,170.76,171.28,171.49,171.64,5.437,5.573,5.654,5.69,5.698,6.336,6.313,6.416,6.452,6.395,,B,250818.0,2025-09-22,1,1
B250818-2-2 M7,1,12.05,21,19.9,-859.0,M7,2.0,2.0,0.2530000000000001,,262,183,2025-09-22,1,5.62,6.43,21,,,激光,151.17,149.84,149.55,149.99,172.95,173.61,173.55,173.59,5.437,5.573,5.654,5.69,5.698,6.336,6.313,6.416,6.452,6.395,,B,250818.0,2025-09-22,1,1
B250703-1-3 左搭载,1,12.43,20,20.1,-857.0,,,,0.2530000000000001,,262,184,2025-09-22,1,5.62,6.81,20,,,激光,153.05,152.09,152.06,151.12,171.12,171.48,174.16,172.75,5.437,5.573,5.654,5.69,5.698,6.639,6.768,6.911,6.954,6.738,,,,2025-09-22,1,1
B250724-1-2 M2,1,11.71,23,19.9,-856.0,M2,2.0,1.0,0.2530000000000001,,263,185,2025-09-23,1,5.62,6.09,23,,,激光,151.52,148.9,148.39,150.0,169.67,170.1,170.69,170.61,5.437,5.573,5.654,5.69,5.698,6.019,6.256,6.106,6.039,6.034,,B,250724.0,2025-09-23,1,1
B250724-1-2 M5,1,11.71,23,20.0,-854.0,M5,2.0,1.0,0.2530000000000001,,263,186,2025-09-23,1,5.62,6.09,23,,,激光,152.3,151.33,150.22,151.43,172.7,172.61,173.2,173.05,5.437,5.573,5.654,5.69,5.698,6.019,6.256,6.106,6.039,6.034,,B,250724.0,2025-09-23,1,1
B250725-1-4 无,1,12.79,20,19.9,-853.0,,,,,-0.7820130506570696,264,188,2025-09-24,1,5.86,6.93,20,6.69,10.89,激光,149.69,148.91,148.15,148.96,171.72,171.02,170.79,171.51,,,,,,,,,,,,,,2025-09-24,1,1
B250521-1-5 左搭载,1,12.16,21,19.9,-855.0,,,,0.2530000000000001,,264,187,2025-09-24,1,5.62,6.54,21,,,激光,151.02,150.53,149.22,149.92,169.35,170.24,173.51,172.4,5.437,5.573,5.654,5.69,5.698,6.33,6.557,6.642,6.593,6.772,,,,2025-09-24,1,1
B250818-2-2 M8,1,12.05,21,20.2,-856.0,M8,2.0,2.0,0.2530000000000001,,265,189,2025-09-25,1,5.62,6.43,21,,,激光,151.11,151.09,150.01,150.42,174.54,175.26,175.54,175.82,5.437,5.573,5.654,5.69,5.698,6.336,6.313,6.416,6.452,6.395,,B,250818.0,2025-09-25,1,1
B250818-2-2 M9,1,12.05,21,20.0,-857.0,M9,2.0,2.0,0.2530000000000001,,265,190,2025-09-25,1,5.62,6.43,21,,,激光,151.82,152.29,150.92,150.84,174.15,173.72,174.82,173.91,5.437,5.573,5.654,5.69,5.698,6.336,6.313,6.416,6.452,6.395,,B,250818.0,2025-09-25,1,1
B250724-1-2 M6,1,11.71,23,20.1,-858.0,M6,2.0,1.0,0.2530000000000001,,266,191,2025-09-26,1,5.62,6.09,23,,,激光,153.96,152.46,152.27,152.67,170.98,171.44,171.52,172.12,5.437,5.573,5.654,5.69,5.698,6.019,6.256,6.106,6.039,6.034,,B,250724.0,2025-09-26,1,1
B250724-1-2 M7,0,11.71,23,20.0,-859.0,M7,2.0,1.0,0.2530000000000001,,266,192,2025-09-26,2,5.62,6.09,23,,,激光,153.6,152.0,151.58,150.95,170.5,171.53,171.84,170.86,5.437,5.573,5.654,5.69,5.698,6.019,6.256,6.106,6.039,6.034,,B,250724.0,2025-09-26,1,0
B250725-1-4 M2,1,12.79,20,19.9,-853.0,M2,4.0,1.0,1.082,-0.7820130506570696,270,193,2025-09-30,1,5.86,6.93,20,6.69,10.89,激光,150.36,150.26,149.5,149.91,173.1,173.55,174.25,172.54,6.463,5.381,5.558,6.14,5.832,6.979,6.889,6.87,6.93,6.907,,B,250725.0,2025-09-30,1,1
B250521-1-5 右,1,12.16,21,20.1,-854.0,,,,0.2530000000000001,,285,194,2025-10-15,1,5.62,6.54,21,,,激光,149.61,147.79,148.1,146.46,171.95,173.46,171.37,170.78,5.437,5.573,5.654,5.69,5.698,6.33,6.557,6.642,6.593,6.772,,,,2025-10-15,1,1
B250703-1-3 右,1,12.43,20,20.1,-854.0,,,,0.2530000000000001,,285,195,2025-10-15,1,5.62,6.81,20,,,激光,147.9,148.08,147.32,148.88,171.46,171.16,170.7,170.45,5.437,5.573,5.654,5.69,5.698,6.639,6.768,6.911,6.954,6.738,,,,2025-10-15,1,1
B250725-1-4 M3,1,12.79,20,20.2,-857.0,M3,4.0,1.0,0.2530000000000001,-0.7820130506570696,286,196,2025-10-16,0,5.86,6.93,20,6.69,10.89,激光,147.93,147.52,146.81,147.62,171.95,171.48,172.27,173.96,5.437,5.573,5.654,5.69,5.698,6.979,6.889,6.87,6.93,6.907,,B,250725.0,2025-10-16,1,1
B250724-1-2 M9,1,11.71,22,20.2,-860.0,M9,2.0,1.0,0.2530000000000001,0.234042985727196,287,197,2025-10-17,1,5.62,6.09,22,5.49,10.71,激光,149.14,149.07,148.25,147.81,171.31,171.52,172.2,171.77,5.437,5.573,5.654,5.69,5.698,6.019,6.256,6.106,6.039,6.034,,B,250724.0,2025-10-17,1,1
B250818-2-5 M3,1,11.89,22,20.0,-861.0,M3,5.0,2.0,,,291,198,2025-10-21,1,5.62,6.27,22,,,激光,,,,,,,,,,,,,,,,,,,,B,250818.0,2025-10-21,1,1
B250818-2-5 M4,0,11.89,22,20.1,-862.0,M4,5.0,2.0,0.2530000000000001,,294,199,2025-10-24,2,5.62,6.27,22,,,激光,153.26,151.14,151.06,150.75,172.0,172.1,172.8,172.72,5.437,5.573,5.654,5.69,5.698,6.4,6.368,6.293,6.251,6.268,,B,250818.0,2025-10-24,1,0
B250818-2-5 M8,0,11.89,22,20.3,-862.0,M8,5.0,2.0,0.2530000000000001,,294,200,2025-10-24,2,5.62,6.27,22,,,激光,152.17,150.88,151.0,152.17,171.34,171.06,171.68,171.06,5.437,5.573,5.654,5.69,5.698,6.4,6.368,6.293,6.251,6.268,,B,250818.0,2025-10-24,1,0
GZ251017-1-B M4,0,11.92,20,20.1,-852.0,,,,0.2530000000000001,,299,201,2025-10-29,2,5.62,6.3,20,,,激光,150.34,148.86,148.54,150.61,172.23,171.94,172.43,172.4,5.437,5.573,5.654,5.69,5.698,6.26,6.514,6.225,6.29,6.194,,,,2025-10-29,1,0
B250703-1-6 左,1,11.8,20,20.1,-855.0,,,,0.2530000000000001,,301,202,2025-10-31,0,5.62,6.18,20,,,激光,148.22,147.86,147.63,148.93,170.98,171.79,173.84,173.26,5.437,5.573,5.654,5.69,5.698,6.163,6.107,6.232,6.17,6.208,,,,2025-10-31,1,1
B250703-1-6 右,1,11.8,21,20.0,-855.0,,,,0.2530000000000001,,301,203,2025-10-31,1,5.62,6.18,21,,,激光,147.91,145.27,146.96,147.6,173.17,175.42,174.21,173.4,5.437,5.573,5.654,5.69,5.698,6.163,6.107,6.232,6.17,6.208,,,,2025-10-31,1,1
B250725-1-5 左,1,12.09,21,20.0,-855.0,,,,0.2530000000000001,,301,204,2025-10-31,1,5.62,6.47,21,,,激光,147.62,146.31,146.86,147.83,169.15,170.82,171.37,170.7,5.437,5.573,5.654,5.69,5.698,6.487,6.495,6.375,6.487,6.485,,,,2025-10-31,1,1
GZ251017-1-B M2,1,12.39,19,20.0,-854.0,,,,0.2099999999999999,,306,205,2025-11-05,1,6.09,6.3,19,,,激光,151.78,149.26,148.99,150.11,169.56,170.44,170.7,170.13,6.032,5.995,6.205,6.114,6.102,6.26,6.514,6.225,6.29,6.194,,,,2025-11-05,1,1
B251023-2-4 M1,1,12.67,19,19.9,-855.0,M1,4.0,2.0,0.2099999999999999,-0.2939076998450213,307,207,2025-11-06,0,6.09,6.58,19,6.32,11.01,激光,151.52,149.52,149.05,150.74,168.98,170.65,171.42,169.89,6.032,5.995,6.205,6.114,6.102,6.497,6.633,6.465,6.636,6.69,,B,251023.0,2025-11-06,1,1
B251023-1-3 M5,1,12.65,19,20.1,-855.0,M5,3.0,1.0,0.2099999999999999,0.0547389793064418,307,206,2025-11-06,0,6.09,6.56,19,6.08,11.12,激光,149.94,148.47,150.58,151.04,169.51,169.95,170.1,169.73,6.032,5.995,6.205,6.114,6.102,6.485,6.596,6.606,6.598,6.517,,B,251023.0,2025-11-06,1,1
B251023-2-4 M2,1,12.67,19,19.9,-856.0,M2,4.0,2.0,0.2099999999999999,-0.2939076998450213,312,208,2025-11-11,0,6.09,6.58,19,6.32,11.01,激光,152.16,149.72,148.94,149.61,169.78,170.05,171.07,170.43,6.032,5.995,6.205,6.114,6.102,6.497,6.633,6.465,6.636,6.69,,B,251023.0,2025-11-11,1,1
B251023-2-4 M4,1,12.67,19,19.9,-856.0,M4,4.0,2.0,0.2099999999999999,-0.2939076998450213,312,209,2025-11-11,1,6.09,6.58,19,6.32,11.01,激光,149.25,148.66,149.37,149.79,171.21,172.88,172.89,171.75,6.032,5.995,6.205,6.114,6.102,6.497,6.633,6.465,6.636,6.69,,B,251023.0,2025-11-11,1,1
B251023-2-4 M6,1,12.67,19,20.1,-854.0,M6,4.0,2.0,0.2099999999999999,-0.2939076998450213,312,210,2025-11-11,0,6.09,6.58,19,6.32,11.01,激光,150.83,147.9,149.13,150.16,172.55,172.53,172.66,172.62,6.032,5.995,6.205,6.114,6.102,6.497,6.633,6.465,6.636,6.69,,B,251023.0,2025-11-11,1,1
B250723-2-7 M1,1,12.35,19,20.3,-855.0,M1,7.0,2.0,0.2099999999999999,-0.1046423597342264,313,211,2025-11-12,0,6.09,6.26,19,6.03,10.91,激光,151.48,149.7,150.24,151.41,169.43,170.56,171.36,170.5,6.032,5.995,6.205,6.114,6.102,6.297,6.365,6.2,6.168,6.264,,B,250723.0,2025-11-12,1,1
B251022-2-2 M3,1,12.74,19,20.2,-855.0,M3,2.0,2.0,0.2099999999999999,,313,212,2025-11-12,0,6.09,6.65,19,,,激光,150.86,149.23,149.01,150.63,169.91,170.5,170.82,170.65,6.032,5.995,6.205,6.114,6.102,6.695,6.512,6.778,6.574,6.667,,B,251022.0,2025-11-12,1,1
B251023-2-4 M9,1,12.67,19,20.3,-856.0,M9,4.0,2.0,0.2099999999999999,-0.2939076998450213,313,213,2025-11-12,0,6.09,6.58,19,6.32,11.01,激光,150.19,149.4,149.61,150.96,171.51,172.02,172.1,172.31,6.032,5.995,6.205,6.114,6.102,6.497,6.633,6.465,6.636,6.69,,B,251023.0,2025-11-12,1,1
B251023-2-4 M7,1,12.67,19,20.2,-859.0,M7,4.0,2.0,0.2099999999999999,-0.2939076998450213,314,214,2025-11-13,0,6.09,6.58,19,6.32,11.01,激光,150.61,148.33,148.75,150.8,168.23,169.82,170.04,168.99,6.032,5.995,6.205,6.114,6.102,6.497,6.633,6.465,6.636,6.69,,B,251023.0,2025-11-13,1,1
B251023-2-4 M8,1,12.67,19,20.2,-859.0,M8,4.0,2.0,0.2099999999999999,-0.2939076998450213,314,215,2025-11-13,0,6.09,6.58,19,6.32,11.01,激光,151.05,148.71,148.57,150.5,172.86,173.36,173.94,172.88,6.032,5.995,6.205,6.114,6.102,6.497,6.633,6.465,6.636,6.69,,B,251023.0,2025-11-13,1,1
B251023-1-3 M2,1,12.65,19,20.2,-855.0,M2,3.0,1.0,0.2099999999999999,0.0547389793064418,315,216,2025-11-14,0,6.09,6.56,19,6.08,11.12,激光,153.29,151.39,151.22,151.48,172.36,171.54,172.91,172.85,6.032,5.995,6.205,6.114,6.102,6.485,6.596,6.606,6.598,6.517,,B,251023.0,2025-11-14,1,1
B251023-1-3 M3,1,12.65,19,20.3,-854.0,M3,3.0,1.0,0.2099999999999999,0.0547389793064418,315,217,2025-11-14,0,6.09,6.56,19,6.08,11.12,激光,153.37,150.75,151.05,152.06,174.61,174.0,174.69,175.28,6.032,5.995,6.205,6.114,6.102,6.485,6.596,6.606,6.598,6.517,,B,251023.0,2025-11-14,1,1
B251107-2-5 M3,1,12.37,19,20.0,-857.0,M3,5.0,2.0,0.2099999999999999,-0.1046423597342255,316,218,2025-11-15,0,6.09,6.28,19,6.18,11.06,激光,148.36,148.48,148.27,148.96,169.04,169.85,170.0,169.83,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-15,1,1
B251107-2-6 M2,1,12.69,19,20.2,-856.0,M2,6.0,2.0,0.2099999999999999,-0.3935210367454391,316,219,2025-11-15,0,6.09,6.6,19,6.15,10.74,激光,148.69,147.67,147.07,149.0,174.28,174.67,175.99,174.61,6.032,5.995,6.205,6.114,6.102,6.534,6.626,6.539,6.67,6.643,,B,251107.0,2025-11-15,1,1
B251107-2-6 M1,1,12.69,19,20.2,-857.0,M1,6.0,2.0,0.2099999999999999,-0.3935210367454391,316,220,2025-11-15,0,6.09,6.6,19,6.15,10.74,激光,153.23,150.92,150.35,152.34,173.11,173.71,173.98,174.35,6.032,5.995,6.205,6.114,6.102,6.534,6.626,6.539,6.67,6.643,,B,251107.0,2025-11-15,1,1
B251107-2-5 M2,1,12.37,19,20.3,-856.0,M2,5.0,2.0,0.2099999999999999,-0.1046423597342255,316,221,2025-11-15,0,6.09,6.28,19,6.18,11.06,激光,151.37,150.78,150.87,151.51,173.15,173.03,173.3,172.92,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-15,1,1
B251023-1-3 M4,1,12.35,19,20.2,-871.0,M4,3.0,1.0,0.2099999999999999,0.0547389793064418,318,222,2025-11-17,0,6.09,6.26,19,6.08,11.12,激光,150.29,150.3,149.97,151.39,170.58,171.0,171.11,171.22,6.032,5.995,6.205,6.114,6.102,6.485,6.596,6.606,6.598,6.517,,B,251023.0,2025-11-17,1,1
B250723-2-7 M3,1,12.35,19,20.0,-866.0,M3,7.0,2.0,0.2099999999999999,-0.1046423597342264,319,223,2025-11-18,0,6.09,6.26,19,6.03,10.91,激光,154.68,151.73,150.56,152.29,172.06,172.18,173.25,173.01,6.032,5.995,6.205,6.114,6.102,6.297,6.365,6.2,6.168,6.264,,B,250723.0,2025-11-18,1,1
B251107-2-5 M8,1,12.37,19,20.2,-859.0,M8,5.0,2.0,0.2099999999999999,-0.1046423597342255,320,225,2025-11-19,0,6.09,6.28,19,6.18,11.06,激光,147.42,145.21,145.44,146.7,169.76,170.02,170.34,169.73,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-19,1,1
B251107-2-5 M9,1,12.37,19,20.3,-859.0,M9,5.0,2.0,0.2099999999999999,-0.1046423597342255,320,226,2025-11-19,0,6.09,6.28,19,6.18,11.06,激光,147.93,145.82,145.9,147.31,169.69,170.44,170.32,170.14,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-19,1,1
B251107-2-5 M7,1,12.37,19,20.1,-861.0,M7,5.0,2.0,0.2099999999999999,-0.1046423597342255,320,224,2025-11-19,0,6.09,6.28,19,6.18,11.06,激光,149.68,147.0,146.43,148.27,168.81,169.15,169.14,168.85,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-19,1,1
B251107-2-5 M1,1,12.37,19,20.2,-860.0,M1,5.0,2.0,0.2099999999999999,-0.1046423597342255,321,227,2025-11-20,0,6.09,6.28,19,6.18,11.06,激光,148.5,145.89,146.49,147.38,168.02,168.79,169.96,168.35,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-20,1,1
B251107-2-5 M4,1,12.37,19,20.3,-858.0,M4,5.0,2.0,0.2099999999999999,-0.1046423597342255,321,228,2025-11-20,0,6.09,6.28,19,6.18,11.06,激光,148.4,145.91,145.82,146.2,169.12,168.12,169.9,169.38,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-20,1,1
B251107-2-5 M5,1,12.37,19,20.3,-858.0,M5,5.0,2.0,0.2099999999999999,-0.1046423597342255,321,229,2025-11-20,0,6.09,6.28,19,6.18,11.06,激光,147.23,145.82,146.15,146.46,170.35,171.1,171.52,170.68,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-20,1,1
B251107-2-5 M6,1,12.37,19,20.3,-858.0,M6,5.0,2.0,0.2099999999999999,-0.1046423597342255,321,230,2025-11-20,0,6.09,6.28,19,6.18,11.06,激光,148.86,145.44,145.66,146.99,170.04,170.77,170.77,169.84,6.032,5.995,6.205,6.114,6.102,6.325,6.262,6.261,6.266,6.298,,B,251107.0,2025-11-20,1,1
B250723-2-7 M2,1,12.35,19,20.3,-858.0,M2,7.0,2.0,0.2099999999999999,-0.1046423597342264,325,231,2025-11-24,0,6.09,6.26,19,6.03,10.91,激光,150.56,149.2,147.9,150.47,171.96,173.23,173.92,173.73,6.032,5.995,6.205,6.114,6.102,6.297,6.365,6.2,6.168,6.264,,B,250723.0,2025-11-24,1,1
GZ251017-1 M5,1,12.39,19,20.3,-858.0,,,,0.2099999999999999,,325,232,2025-11-24,0,6.09,6.3,19,,,激光,151.22,150.13,148.65,150.19,171.48,172.21,173.13,172.42,6.032,5.995,6.205,6.114,6.102,6.26,6.514,6.225,6.29,6.194,,,,2025-11-24,1,1
B250723-2-7 M4,1,12.35,19,20.0,-854.0,M4,7.0,2.0,0.2099999999999999,-0.1046423597342264,326,233,2025-11-25,0,6.09,6.26,19,6.03,10.91,激光,150.7,150.21,150.37,150.4,171.43,172.05,172.66,172.19,6.032,5.995,6.205,6.114,6.102,6.297,6.365,6.2,6.168,6.264,,B,250723.0,2025-11-25,1,1
B251108-1-5 M2,1,12.64,19,20.3,-850.0,M2,5.0,1.0,0.2099999999999999,-0.6325930453064429,328,235,2025-11-27,0,6.09,6.55,19,5.76,10.11,激光,148.68,148.55,147.55,145.54,169.88,169.23,169.81,170.47,6.032,5.995,6.205,6.114,6.102,6.473,6.565,6.603,6.578,6.529,,B,251108.0,2025-11-27,1,1
B251108-1-4 M2,1,12.25,19,20.0,-853.0,M2,4.0,1.0,0.2099999999999999,-0.5329797084060242,328,234,2025-11-27,0,6.09,6.16,19,6.03,10.48,激光,148.84,147.07,145.98,147.45,172.39,172.47,172.39,172.15,6.032,5.995,6.205,6.114,6.102,6.126,6.136,6.163,6.169,6.213,,B,251108.0,2025-11-27,1,1
B250723-2-7 M6,1,12.35,19,20.3,-842.0,M6,7.0,2.0,0.2099999999999999,-0.1046423597342264,329,236,2025-11-28,0,6.09,6.26,19,6.03,10.91,激光,151.91,150.46,149.8,150.05,172.87,173.87,174.29,173.91,6.032,5.995,6.205,6.114,6.102,6.297,6.365,6.2,6.168,6.264,,B,250723.0,2025-11-28,1,1
B251107-2-6 M3,1,12.69,19,20.2,-842.0,M3,6.0,2.0,0.2099999999999999,-0.3935210367454391,332,237,2025-12-1,0,6.09,6.6,19,6.15,10.74,激光,150.13,147.78,147.95,148.3,170.6,171.63,171.99,169.59,6.032,5.995,6.205,6.114,6.102,6.534,6.626,6.539,6.67,6.643,,B,251107.0,2025-12-01,1,1
B251107-2-6 M5,1,12.69,19,20.2,-851.0,M5,6.0,2.0,0.2099999999999999,-0.3935210367454391,332,238,2025-12-1,0,6.09,6.6,19,6.15,10.74,激光,151.81,148.83,148.97,150.74,171.65,173.34,172.93,172.57,6.032,5.995,6.205,6.114,6.102,6.534,6.626,6.539,6.67,6.643,,B,251107.0,2025-12-01,1,1
B251107-2-6 M6,1,12.69,19,20.3,-848.0,M6,6.0,2.0,0.2099999999999999,-0.3935210367454391,332,239,2025-12-1,0,6.09,6.6,19,6.15,10.74,激光,151.17,148.46,148.82,148.99,172.54,172.79,173.53,171.55,6.032,5.995,6.205,6.114,6.102,6.534,6.626,6.539,6.67,6.643,,B,251107.0,2025-12-01,1,1
