芯片号,Label_Pass,Total_Indium_Height,Force_kg,Equipment_Temp,Vacuum_Level,Position_Code,Wafer_Index,Batch_ID,Calc_Circuit_Range,Indium_Taper_Zscore,Time_Seq_Day,编号,倒焊日期,压连情况(-1，0，1，2),电路端铟柱高度(μm),芯片端铟柱高度(μm),倒焊压力(kg),铟柱上底(CD),铟柱下底(CD),调平方式,电路激光数据1,电路激光数据2,电路激光数据3,电路激光数据4,芯片激光数据1,芯片激光数据2,芯片激光数据3,芯片激光数据4,电路铟柱高度1,电路铟柱高度2,电路铟柱高度3,电路铟柱高度4,电路铟柱高度5,芯片铟柱高度1,芯片铟柱高度2,芯片铟柱高度3,芯片铟柱高度4,芯片铟柱高度5,设备温度,Semiconductor_Source,Date_String,Process_Date,Leveling_Mode,Is_Pass
B250723-2-7 M5,1,12.35,19,20.2,-849.0,M5,7.0,2.0,0.2099999999999999,-0.1046423597342264,332,240,2025-12-1,0,6.09,6.26,19,6.03,10.91,激光,149.52,150.51,148.9,148.99,171.65,172.25,172.84,172.58,6.032,5.995,6.205,6.114,6.102,6.297,6.365,6.2,6.168,6.264,,B,250723.0,2025-12-01,1,1
B251108-1-2 M2,1,12.82,19,20.2,-854.0,M2,2.0,1.0,0.2099999999999999,-0.6226317116164013,334,245,2025-12-3,0,6.09,6.73,19,6.23,10.59,激光,149.55,149.3,149.01,149.06,171.67,172.32,173.46,172.29,6.032,5.995,6.205,6.114,6.102,6.748,6.726,6.815,6.756,6.626,,B,251108.0,2025-12-03,1,1
B251108-1-1 M1,1,12.45,19,20.3,-855.0,M1,1.0,1.0,0.2099999999999999,-0.4632503725757312,334,244,2025-12-3,0,6.09,6.36,19,6.2,10.72,激光,149.85,149.56,148.67,148.66,166.05,167.58,168.29,165.67,6.032,5.995,6.205,6.114,6.102,6.376,6.394,6.384,6.389,6.343,,B,251108.0,2025-12-03,1,1
B251108-1-4 M3,1,12.25,19,20.3,-855.0,M3,4.0,1.0,0.2099999999999999,-0.5329797084060242,334,242,2025-12-3,0,6.09,6.16,19,6.03,10.48,激光,150.86,151.14,150.64,150.38,170.04,170.58,170.08,171.06,6.032,5.995,6.205,6.114,6.102,6.126,6.136,6.163,6.169,6.213,,B,251108.0,2025-12-03,1,1
B251108-1-4 M1,1,12.25,19,20.3,-858.0,M1,4.0,1.0,0.2099999999999999,-0.5329797084060242,334,241,2025-12-3,0,6.09,6.16,19,6.03,10.48,十字,,,,,,,,,6.032,5.995,6.205,6.114,6.102,6.126,6.136,6.163,6.169,6.213,,B,251108.0,2025-12-03,0,1
B251108-1-4 M4,1,12.25,19,20.3,-855.0,M4,4.0,1.0,0.2099999999999999,-0.5329797084060242,334,243,2025-12-3,0,6.09,6.16,19,6.03,10.48,激光,149.35,149.03,148.45,148.77,169.68,169.71,169.88,169.71,6.032,5.995,6.205,6.114,6.102,6.126,6.136,6.163,6.169,6.213,,B,251108.0,2025-12-03,1,1
B251023-1-3 M6,1,12.329999999999998,19,20.3,-856.0,M6,3.0,1.0,0.1499999999999994,0.0547389793064418,335,246,2025-12-4,0,5.77,6.56,19,6.08,11.12,十字,,,,,,,,,5.895,5.863,5.775,5.745,5.576,6.485,6.596,6.606,6.598,6.517,,B,251023.0,2025-12-04,0,1
B251023-1-3 M7,1,12.329999999999998,19,20.3,-856.0,M7,3.0,1.0,0.1499999999999994,0.0547389793064418,335,247,2025-12-4,0,5.77,6.56,19,6.08,11.12,激光,148.1,147.48,146.45,147.07,170.3,171.41,171.34,170.99,5.895,5.863,5.775,5.745,5.576,6.485,6.596,6.606,6.598,6.517,,B,251023.0,2025-12-04,1,1
B251108-1-5 M4,1,12.32,19,20.2,-853.0,M4,5.0,1.0,0.1499999999999994,-0.6325930453064429,336,248,2025-12-5,0,5.77,6.55,19,5.76,10.11,激光,148.9,147.17,148.22,147.77,170.31,170.75,171.34,169.06,5.895,5.863,5.775,5.745,5.576,6.473,6.565,6.603,6.578,6.529,,B,251108.0,2025-12-05,1,1
B251108-1-5 M5,1,12.32,19,20.3,-849.0,M5,5.0,1.0,0.1499999999999994,-0.6325930453064429,336,249,2025-12-5,0,5.77,6.55,19,5.76,10.11,激光,149.39,148.11,148.45,148.7,170.72,170.83,170.73,171.34,5.895,5.863,5.775,5.745,5.576,6.473,6.565,6.603,6.578,6.529,,B,251108.0,2025-12-05,1,1
B251108-1-5 M7,1,12.32,19,20.3,-855.0,M7,5.0,1.0,0.1499999999999994,-0.6325930453064429,339,250,2025-12-8,0,5.77,6.55,19,5.76,10.11,激光,151.21,151.47,150.2,149.12,168.12,168.18,168.4,168.69,5.895,5.863,5.775,5.745,5.576,6.473,6.565,6.603,6.578,6.529,,B,251108.0,2025-12-08,1,1
B251108-1-5 M8,1,12.32,19,20.3,-855.0,M8,5.0,1.0,0.1499999999999994,-0.6325930453064429,339,251,2025-12-8,0,5.77,6.55,19,5.76,10.11,激光,149.91,149.46,148.57,147.94,168.01,167.74,168.19,168.43,5.895,5.863,5.775,5.745,5.576,6.473,6.565,6.603,6.578,6.529,,B,251108.0,2025-12-08,1,1
B251108-1-2 M1,1,12.5,19,20.1,-854.0,M1,2.0,1.0,0.1499999999999994,-0.6226317116164013,340,252,2025-12-9,0,5.77,6.73,19,6.23,10.59,十字,,,,,,,,,5.895,5.863,5.775,5.745,5.576,6.748,6.726,6.815,6.756,6.626,,B,251108.0,2025-12-09,0,1
B251108-1-2 M3,1,12.5,19,20.3,-851.0,M3,2.0,1.0,0.1499999999999994,-0.6226317116164013,340,253,2025-12-9,0,5.77,6.73,19,6.23,10.59,激光,147.66,146.79,146.52,146.88,170.19,171.02,171.82,172.27,5.895,5.863,5.775,5.745,5.576,6.748,6.726,6.815,6.756,6.626,,B,251108.0,2025-12-09,1,1
B251108-1-2 M4,1,12.5,19,20.2,-851.0,M4,2.0,1.0,0.1499999999999994,-0.6226317116164013,340,254,2025-12-9,0,5.77,6.73,19,6.23,10.59,十字,,,,,,,,,5.895,5.863,5.775,5.745,5.576,6.748,6.726,6.815,6.756,6.626,,B,251108.0,2025-12-09,0,1
B251108-1-1 M3,1,12.04,19,20.3,-849.0,M3,1.0,1.0,0.1499999999999994,-0.4632503725757312,341,257,2025-12-10,0,5.77,6.27,19,6.2,10.72,激光,149.27,148.83,147.18,147.87,171.4,172.16,172.44,171.84,5.895,5.863,5.775,5.745,5.576,6.376,6.394,6.384,6.389,6.343,,B,251108.0,2025-12-10,1,1
B251108-1-1 M2,1,12.04,19,20.1,-849.0,M2,1.0,1.0,0.1499999999999994,-0.4632503725757312,341,255,2025-12-10,0,5.77,6.27,19,6.2,10.72,激光,146.41,148.36,148.23,147.87,171.71,171.27,172.08,171.39,5.895,5.863,5.775,5.745,5.576,6.376,6.394,6.384,6.389,6.343,,B,251108.0,2025-12-10,1,1
B251108-1-1 M4,1,12.04,19,20.2,-849.0,M4,1.0,1.0,0.1499999999999994,-0.4632503725757312,341,256,2025-12-10,0,5.77,6.27,19,6.2,10.72,激光,147.77,149.25,146.55,148.19,171.56,171.81,172.22,170.99,5.895,5.863,5.775,5.745,5.576,6.376,6.394,6.384,6.389,6.343,,B,251108.0,2025-12-10,1,1
B251107-2-4 右,1,11.86,19,20.3,-854.0,,,,0.1499999999999994,,342,260,2025-12-11,0,5.77,6.09,19,,,激光,149.17,148.87,147.34,148.32,169.24,170.25,171.42,170.1,5.895,5.863,5.775,5.745,5.576,6.251,6.212,6.118,6.172,6.253,,,,2025-12-11,1,1
B250723-2-3 左,1,11.86,19,20.3,-854.0,,,,0.1499999999999994,,342,261,2025-12-11,0,5.77,6.09,19,,,十字,,,,,,,,,5.895,5.863,5.775,5.745,5.576,6.23,6.181,6.265,6.234,6.233,,,,2025-12-11,0,1
B250609-1-7 右,1,11.86,19,20.3,-854.0,,,,0.1499999999999994,,342,258,2025-12-11,0,5.77,6.09,19,,,激光,148.92,148.68,147.02,148.28,171.9,171.88,171.31,171.01,5.895,5.863,5.775,5.745,5.576,6.06,6.027,6.076,6.141,6.123,,,,2025-12-11,1,1
B250609-1-7 左,1,11.86,19,20.3,-854.0,,,,0.1499999999999994,,342,259,2025-12-11,0,5.77,6.09,19,,,激光,149.34,149.03,147.61,148.22,169.79,169.81,172.13,171.92,5.895,5.863,5.775,5.745,5.576,6.06,6.027,6.076,6.141,6.123,,,,2025-12-11,1,1
B251108-1-7 M2,1,12.11,19,20.3,-856.0,M2,7.0,1.0,0.1499999999999994,,343,265,2025-12-12,0,5.77,6.34,19,,,激光,150.83,150.15,149.56,150.24,170.7,170.49,171.62,171.5,5.895,5.863,5.775,5.745,5.576,6.369,6.265,6.474,6.269,6.304,,B,251108.0,2025-12-12,1,1
B251108-1-6 M1,1,12.14,19,20.2,-858.0,M1,6.0,1.0,0.1499999999999994,-0.9812397244579052,343,264,2025-12-12,0,5.77,6.37,19,6.05,10.05,激光,148.07,148.04,147.36,147.48,173.65,174.52,174.81,174.56,5.895,5.863,5.775,5.745,5.576,6.402,6.321,6.402,6.352,6.37,,B,251108.0,2025-12-12,1,1
B251107-2-4 左,1,11.97,19,20.2,-857.0,,,,0.1499999999999994,,343,262,2025-12-12,0,5.77,6.2,19,,,激光,148.69,148.66,147.52,148.13,171.22,172.78,172.61,171.1,5.895,5.863,5.775,5.745,5.576,6.251,6.212,6.118,6.172,6.253,,,,2025-12-12,1,1
B250821-1-4 右,1,11.91,19,20.3,-858.0,,,,0.1499999999999994,,343,263,2025-12-12,0,5.77,6.14,19,,,激光,148.75,148.03,147.64,147.1,173.94,175.77,175.67,175.09,5.895,5.863,5.775,5.745,5.576,6.045,6.151,6.126,6.238,6.144,,,,2025-12-12,1,1
B251108-1-1 M5,1,12.13,19,20.3,-852.0,M5,1.0,1.0,0.1499999999999994,-0.4632503725757312,347,266,2025-12-16,0,5.77,6.36,19,6.2,10.72,激光,150.8,150.01,149.76,150.16,171.76,172.98,172.1,171.89,5.895,5.863,5.775,5.745,5.576,6.376,6.394,6.343,6.384,6.389,,B,251108.0,2025-12-16,1,1
B251108-1-1 M6,1,12.13,19,20.3,-852.0,M6,1.0,1.0,0.1499999999999994,-0.4632503725757312,347,267,2025-12-16,0,5.77,6.36,19,6.2,10.72,激光,151.36,151.05,149.81,150.12,172.3,172.67,172.95,172.15,5.895,5.863,5.775,5.745,5.576,6.376,6.394,6.343,6.384,6.389,,B,251108.0,2025-12-16,1,1
B251108-1-2 M7,1,12.13,19,20.1,-851.0,M7,2.0,1.0,0.1499999999999994,-0.6226317116164013,347,268,2025-12-16,0,5.77,6.36,19,6.23,10.59,激光,150.72,150.6,149.57,149.76,170.01,172.16,171.87,171.0,5.895,5.863,5.775,5.745,5.576,6.748,6.726,6.626,6.815,6.756,,B,251108.0,2025-12-16,1,1
G2304009-CL1 M2,1,12.12,19,20.3,-842.0,,,,0.2669999999999994,,349,269,2025-12-18,0,5.75,6.37,19,,,激光,150.07,149.83,149.2,149.12,172.71,173.35,173.73,173.25,5.922,5.807,5.655,5.664,5.703,6.419,6.317,6.418,6.358,6.345,,,,2025-12-18,1,1
B251108-1-2 M5,1,12.48,19,20.3,-842.0,M5,2.0,1.0,0.2669999999999994,-0.6226317116164013,349,270,2025-12-18,0,5.75,6.73,19,6.23,10.59,激光,150.21,149.51,149.13,149.46,171.2,172.32,171.44,171.51,5.922,5.807,5.655,5.664,5.703,6.748,6.726,6.626,6.815,6.756,,B,251108.0,2025-12-18,1,1
B251108-1-1 M8,1,12.11,19,20.3,-842.0,M8,1.0,1.0,0.2669999999999994,-0.4632503725757312,349,271,2025-12-18,0,5.75,6.36,19,6.2,10.72,激光,153.77,153.25,152.5,152.84,171.45,172.08,171.91,170.72,5.922,5.807,5.655,5.664,5.703,6.376,6.394,6.343,6.384,6.389,,B,251108.0,2025-12-18,1,1
B251108-1-1 M7,1,12.11,19,20.3,-842.0,M7,1.0,1.0,0.2669999999999994,-0.4632503725757312,349,272,2025-12-18,0,5.75,6.36,19,6.2,10.72,激光,149.13,148.28,147.86,148.26,171.41,173.17,171.64,172.32,5.922,5.807,5.655,5.664,5.703,6.376,6.394,6.343,6.384,6.389,,B,251108.0,2025-12-18,1,1
B251108-1-2 M6,1,12.48,19,20.3,-842.0,M6,2.0,1.0,0.2669999999999994,-0.6226317116164013,349,273,2025-12-18,0,5.75,6.73,19,6.23,10.59,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.748,6.726,6.626,6.815,6.756,,B,251108.0,2025-12-18,0,1
B251118-1-5 M5,1,12.21,19,20.3,-846.0,M5,5.0,1.0,0.2669999999999994,-0.254062365084854,350,280,2025-12-19,0,5.75,6.46,19,6.04,10.77,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.535,6.459,6.459,6.471,6.394,,B,251118.0,2025-12-19,0,1
B250724-1-2 M3,1,12.18,19,20.3,-845.0,M3,2.0,1.0,0.2099999999999999,,350,278,2025-12-19,0,6.09,6.09,19,,,激光,146.46,146.33,146.54,145.45,170.97,170.48,171.52,172.26,6.032,5.995,6.205,6.114,6.102,6.091,6.149,6.112,6.042,6.051,,B,250724.0,2025-12-19,1,1
B250724-1-2 M4,1,11.84,19,20.3,-845.0,M4,2.0,1.0,0.2669999999999994,,350,277,2025-12-19,0,5.75,6.09,19,,,激光,148.75,148.22,147.37,147.46,173.99,174.83,174.84,174.94,5.922,5.807,5.655,5.664,5.703,6.091,6.149,6.112,6.042,6.051,,B,250724.0,2025-12-19,1,1
B251118-1-5 M6,1,12.21,19,20.3,-846.0,M6,5.0,1.0,0.2669999999999994,-0.254062365084854,350,279,2025-12-19,0,5.75,6.46,19,6.04,10.77,激光,148.73,148.53,147.55,148.0,166.89,169.12,169.44,169.31,5.922,5.807,5.655,5.664,5.703,6.535,6.459,6.459,6.471,6.394,,B,251118.0,2025-12-19,1,1
B251118-1-4 M1,1,12.19,19,20.3,-845.0,M1,4.0,1.0,0.2669999999999994,-0.7122837148267774,350,275,2025-12-19,0,5.75,6.44,19,6.32,10.59,激光,149.28,148.28,146.4,147.98,168.94,170.06,171.83,169.48,5.922,5.807,5.655,5.664,5.703,6.427,6.399,6.468,6.551,6.34,,B,251118.0,2025-12-19,1,1
B240724-1-2 M8,1,11.86,19,20.1,-844.0,M8,2.0,1.0,0.1499999999999994,,350,274,2025-12-19,0,5.77,6.09,19,,,激光,149.0,148.23,148.4,148.51,172.35,169.22,173.21,171.06,5.895,5.863,5.775,5.745,5.576,6.091,6.149,6.112,6.042,6.051,,B,240724.0,2025-12-19,1,1
B251118-1-4 M2,1,12.19,19,20.3,-848.0,M2,4.0,1.0,0.2669999999999994,-0.7122837148267774,350,276,2025-12-19,0,5.75,6.44,19,6.32,10.59,激光,149.3,148.72,147.8,148.47,170.11,171.32,170.68,169.33,5.922,5.807,5.655,5.664,5.703,6.427,6.399,6.468,6.551,6.34,,B,251118.0,2025-12-19,1,1
B251108-1-6 M3,1,12.12,19,20.3,-848.0,M3,6.0,1.0,0.2669999999999994,-0.9812397244579052,353,281,2025-12-22,0,5.75,6.37,19,6.05,10.05,激光,150.25,149.04,148.3,149.42,171.36,171.99,172.19,172.55,5.922,5.807,5.655,5.664,5.703,6.402,6.321,6.402,6.352,6.37,,B,251108.0,2025-12-22,1,1
B251108-1-6 M2,1,12.12,19,20.3,-847.0,M2,6.0,1.0,0.2669999999999994,-0.9812397244579052,353,282,2025-12-22,0,5.75,6.37,19,6.05,10.05,激光,150.07,148.62,148.52,149.05,172.88,172.61,169.76,172.51,5.922,5.807,5.655,5.664,5.703,6.402,6.321,6.402,6.352,6.37,,B,251108.0,2025-12-22,1,1
B251108-1-6 M5,1,12.12,19,20.1,-852.0,M5,6.0,1.0,0.2669999999999994,-0.9812397244579052,354,283,2025-12-23,0,5.75,6.37,19,6.05,10.05,激光,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.402,6.321,6.402,6.352,6.37,,B,251108.0,2025-12-23,1,1
B251118-1-7 M1,1,11.99,19,20.3,-853.0,M1,7.0,1.0,0.2669999999999994,-0.8915877212475298,354,284,2025-12-23,0,5.75,6.24,19,6.23,10.32,激光,149.02,147.89,147.89,148.03,171.12,172.01,173.63,171.82,5.922,5.807,5.655,5.664,5.703,6.187,6.22,6.253,6.166,6.399,,B,251118.0,2025-12-23,1,1
B251118-1-7 M3,1,11.99,19,20.3,-852.0,M3,7.0,1.0,0.2669999999999994,-0.8915877212475298,354,285,2025-12-23,0,5.75,6.24,19,6.23,10.32,激光,149.07,148.19,147.76,148.14,171.91,172.39,173.03,173.74,5.922,5.807,5.655,5.664,5.703,6.187,6.22,6.253,6.166,6.399,,B,251118.0,2025-12-23,1,1
B251118-1-7 M4,1,11.99,19,20.3,-854.0,M4,7.0,1.0,0.2669999999999994,-0.8915877212475298,356,286,2025-12-25,0,5.75,6.24,19,6.23,10.32,激光,149.26,149.09,148.36,149.19,173.61,174.57,174.99,174.21,5.922,5.807,5.655,5.664,5.703,6.187,6.22,6.253,6.166,6.399,,B,251118.0,2025-12-25,1,1
B251118-1-7 M5,1,11.99,19,20.2,-854.0,M5,7.0,1.0,0.2669999999999994,-0.8915877212475298,356,287,2025-12-25,0,5.75,6.24,19,6.23,10.32,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.187,6.22,6.253,6.166,6.399,,B,251118.0,2025-12-25,0,1
B251118-1-6 M2,1,11.96,19,20.3,-854.0,M2,6.0,1.0,0.2669999999999994,-0.7620903832769863,356,288,2025-12-25,0,5.75,6.21,19,6.3,10.52,激光,147.77,148.1,146.55,149.0,175.59,176.38,175.93,175.75,5.922,5.807,5.655,5.664,5.703,6.234,6.193,6.187,6.245,6.202,,B,251118.0,2025-12-25,1,1
B251118-1-4 M4,1,12.19,19,20.3,-848.0,M4,4.0,1.0,0.2669999999999994,-0.7122837148267774,357,292,2025-12-26,0,5.75,6.44,19,6.32,10.59,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.427,6.399,6.468,6.551,6.34,,B,251118.0,2025-12-26,0,1
B251118-1-6 M1,1,11.96,19,20.3,-851.0,M1,6.0,1.0,0.2669999999999994,-0.7620903832769863,357,289,2025-12-26,0,5.75,6.21,19,6.3,10.52,激光,150.56,148.5,149.14,150.13,169.68,169.74,170.53,169.76,5.922,5.807,5.655,5.664,5.703,6.234,6.193,6.187,6.245,6.202,,B,251118.0,2025-12-26,1,1
B251118-1-5 M2,1,12.21,19,20.3,-851.0,M2,5.0,1.0,0.2669999999999994,-0.254062365084854,357,290,2025-12-26,0,5.75,6.46,19,6.04,10.77,激光,150.48,149.06,150.23,150.41,169.5,170.48,170.97,170.37,5.922,5.807,5.655,5.664,5.703,6.535,6.459,6.459,6.471,6.394,,B,251118.0,2025-12-26,1,1
B251118-1-5 M7,1,12.21,19,20.3,-851.0,M7,5.0,1.0,0.2669999999999994,-0.254062365084854,357,291,2025-12-26,0,5.75,6.46,19,6.04,10.77,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.535,6.459,6.459,6.471,6.394,,B,251118.0,2025-12-26,0,1
B251118-1-4 M3,1,12.19,19,20.3,-848.0,M3,4.0,1.0,0.2669999999999994,-0.7122837148267774,357,293,2025-12-26,0,5.75,6.44,19,6.32,10.59,激光,150.15,149.47,147.64,149.68,168.37,168.39,169.34,169.93,5.922,5.807,5.655,5.664,5.703,6.427,6.399,6.468,6.551,6.34,,B,251118.0,2025-12-26,1,1
B251108-1-6 M6,1,12.12,19,20.3,-847.0,M6,6.0,1.0,0.2669999999999994,-0.9812397244579052,360,295,2025-12-29,0,5.75,6.37,19,6.05,10.05,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.402,6.321,6.402,6.352,6.37,,B,251108.0,2025-12-29,0,1
B251108-1-6 M7,1,12.12,19,20.3,-849.0,M7,6.0,1.0,0.2669999999999994,-0.9812397244579052,360,294,2025-12-29,0,5.75,6.37,19,6.05,10.05,激光,147.88,146.97,146.72,147.03,172.99,173.56,173.63,173.39,5.922,5.807,5.655,5.664,5.703,6.402,6.321,6.402,6.352,6.37,,B,251108.0,2025-12-29,1,1
B251108-1-6 M8,1,12.12,19,20.3,-846.0,M8,6.0,1.0,0.2669999999999994,-0.9812397244579052,360,296,2025-12-29,0,5.75,6.37,19,6.05,10.05,激光,148.69,148.47,146.63,147.6,170.49,170.73,171.12,170.74,5.922,5.807,5.655,5.664,5.703,6.402,6.321,6.402,6.352,6.37,,B,251108.0,2025-12-29,1,1
B251118-1-5 M8,1,12.21,19,20.3,-849.0,M8,5.0,1.0,0.2669999999999994,-0.254062365084854,361,298,2025-12-30,0,5.75,6.46,19,6.04,10.77,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.535,6.459,6.459,6.471,6.394,,B,251118.0,2025-12-30,0,1
B251118-1-4 M5,1,12.19,19,20.2,-852.0,M5,4.0,1.0,0.2669999999999994,-0.7122837148267774,361,297,2025-12-30,0,5.75,6.44,19,6.32,10.59,十字,,,,,,,,,5.922,5.807,5.655,5.664,5.703,6.427,6.399,6.468,6.551,6.34,,B,251118.0,2025-12-30,0,1
B251118-1-5 M9,1,12.21,19,20.3,-849.0,M9,5.0,1.0,0.2669999999999994,-0.254062365084854,361,299,2025-12-30,0,5.75,6.46,19,6.04,10.77,激光,149.22,147.22,147.68,147.68,174.48,173.61,174.29,174.65,5.922,5.807,5.655,5.664,5.703,6.535,6.459,6.459,6.471,6.394,,B,251118.0,2025-12-30,1,1
